评论ID,评论时间,点赞数,UID,昵称,性别,用户等级,评论内容
1.27564E+11,20220827,7,23733873,PolarisHK,男,5,美苏两国最伟大的两次合作，一次是第二次世界大战，一次是联盟-阿波罗计划
1.27586E+11,20220827,2,106141283,彬200457,保密,5,那乌克兰方面军呢 [doge]
1.27607E+11,20220827,6,2038872010,我的话已经讲完,男,5,就因为不是天下一家 才会有《We Are The World》，而且你是不是忘了牵头唱这首歌的迈克尔杰克逊的结局
1.28038E+11,20220830,2,1033271681,踏雪灬千随,保密,3,回复 @alan128 :恐怕我并非如此啊，进击的巨人就虚构了一个共同敌人然而人类还是没能团结，我想现实也是如此
1.28392E+11,20220901,0,6047468,柒十8,保密,6,回复 @PolarisHK :还有联手消灭天花
1.28574E+11,20220903,0,361596630,虹猫要酒,保密,5,回复 @梅尔拉斯图拉扬 :这有什么，刘邦项羽也一起打过仗
1.27514E+11,20220826,5,321670588,SuperW先輩,男,6,COD5 1945.04.30———帝国之心
1.27533E+11,20220826,10,40468196,你TM在干嘛,男,5,我们要传话给他们了：柏林的公民们！钢铁之环已经包围了你们堕落的城市，红军将碾碎一切违背他意志的人，放下武器！放弃抵抗！放弃希望！乌拉！
1.27548E+11,20220826,3,210218286,菠菜亦菜,男,6,BV1wi4y19776  BV1tY411b7u3 BV1E44y1u7D3   BV1gR4y1K7sE
1.28627E+11,20220903,3,536215786,可耐的胡桃酱,保密,5,回复 @九重剑尊 :汉堡唐人街忘了吗？好吧，德国永远不会记得德国人迫害中国人
1.27514E+11,20220826,5,321670588,SuperW先輩,男,6,COD5 1945.04.30———帝国之心
1.27533E+11,20220826,10,40468196,你TM在干嘛,男,5,我们要传话给他们了：柏林的公民们！钢铁之环已经包围了你们堕落的城市，红军将碾碎一切违背他意志的人，放下武器！放弃抵抗！放弃希望！乌拉！
1.27548E+11,20220826,3,210218286,菠菜亦菜,男,6,BV1wi4y19776  BV1tY411b7u3 BV1E44y1u7D3   BV1gR4y1K7sE
1.28627E+11,20220903,3,536215786,可耐的胡桃酱,保密,5,回复 @九重剑尊 :汉堡唐人街忘了吗？好吧，德国永远不会记得德国人迫害中国人
1.27503E+11,20220826,0,521553403,innovation001,保密,5,我都做好9月1号的准备了[doge]
1.27504E+11,20220826,3,40120657,假电池blibli,男,6,金钱的力量[滑稽]
1.27509E+11,20220826,43,599462241,instane-alpaka,保密,5,看到隔壁王骁恰了坦克世界的饭的时候，我就意识到耗子和调研室快要更新了[doge]
1.2751E+11,20220826,18,472966422,嗯啊呕吼哈,男,5,说不定过两天还有一期[奸笑]
1.27516E+11,20220826,3,178979512,群小熊猫,保密,6,回复 @嗯啊呕吼哈 :正解[脱单doge]
1.27517E+11,20220826,2,499312305,八里渡船头,保密,4,骆统发动技能:勤政[doge][doge][doge]
1.2752E+11,20220826,2,1483778008,昕璐璐,女,4,回复 @嗯啊呕吼哈 :我希望二十九号开学前再来一期[doge]
1.27548E+11,20220826,1,210218286,菠菜亦菜,男,6,BV1wi4y19776  BV1tY411b7u3 BV1E44y1u7D3   BV1gR4y1K7sE
1.27554E+11,20220826,1,702405562,JuliusLiui,男,4,回复 @instane-alpaka :哈哈哈今天刚看[滑稽]
1.27503E+11,20220826,0,521553403,innovation001,保密,5,我都做好9月1号的准备了[doge]
1.27504E+11,20220826,3,40120657,假电池blibli,男,6,金钱的力量[滑稽]
1.27509E+11,20220826,43,599462241,instane-alpaka,保密,5,看到隔壁王骁恰了坦克世界的饭的时候，我就意识到耗子和调研室快要更新了[doge]
1.2751E+11,20220826,18,472966422,嗯啊呕吼哈,男,5,说不定过两天还有一期[奸笑]
1.27516E+11,20220826,3,178979512,群小熊猫,保密,6,回复 @嗯啊呕吼哈 :正解[脱单doge]
1.27517E+11,20220826,2,499312305,八里渡船头,保密,4,骆统发动技能:勤政[doge][doge][doge]
1.2752E+11,20220826,2,1483778008,昕璐璐,女,4,回复 @嗯啊呕吼哈 :我希望二十九号开学前再来一期[doge]
1.27548E+11,20220826,1,210218286,菠菜亦菜,男,6,BV1wi4y19776  BV1tY411b7u3 BV1E44y1u7D3   BV1gR4y1K7sE
1.27554E+11,20220826,1,702405562,JuliusLiui,男,4,回复 @instane-alpaka :哈哈哈今天刚看[滑稽]
1.27515E+11,20220826,14,70932771,BigKennn,保密,6,说的太好了，仇恨与复仇把人类一次次的带向深渊，循环往复。
1.27515E+11,20220826,5,575905737,寒山寺的光头,男,4,愿永远世界和平啊
1.27516E+11,20220826,25,26092338,无良的时光,男,6,战争是残酷的，是将一切美好的东西毁灭的，任何有良知的人都不应该渴望新的战争，世界如果可以放下成见，那么那些本来载歌载舞的人民也许活得会更好，可惜的是二战之后就是冷战，在柏林的那次握手好像不存在了一样，世界不应该如此
1.27523E+11,20220826,3,477139601,虚無空界,保密,5,不患寡而患不均 战争不会消失
1.27524E+11,20220826,2,48161484,万用罗非鱼,保密,6,回复 @BigKennn :是什么导致了仇恨呢
1.27525E+11,20220826,13,13372166,予己一书ellipsis,男,6,回复 @万用罗非鱼 :你这个问题宏观到可以用整个人类历史来回答，你想让B站网友回答你？除非B站人均孔子[吃瓜][吃瓜][吃瓜][吃瓜]
1.27527E+11,20220826,8,19073231,风之Mo法师,保密,6,回复 @万用罗非鱼 :归根结底是资源的不平衡
1.27527E+11,20220826,39,1075214946,呃额哦阿,保密,4,最终必以战争的方式永远结束战争
1.27529E+11,20220826,5,17042031,我是好人0000,保密,6,回复 @虚無空界 : 那么应该思考的是为什么会出现物质资源极度不平衡的情况，而不是认定这是永恒存在的情况，战争短时间内不会消失，但不会永远存在，必将会有结束一切战争的战争出现
1.27549E+11,20220826,8,350877436,那chai,男,5,仇恨带动了战争，战争有激化了仇恨……
1.27515E+11,20220826,14,70932771,BigKennn,保密,6,说的太好了，仇恨与复仇把人类一次次的带向深渊，循环往复。
1.27515E+11,20220826,5,575905737,寒山寺的光头,男,4,愿永远世界和平啊
1.27516E+11,20220826,25,26092338,无良的时光,男,6,战争是残酷的，是将一切美好的东西毁灭的，任何有良知的人都不应该渴望新的战争，世界如果可以放下成见，那么那些本来载歌载舞的人民也许活得会更好，可惜的是二战之后就是冷战，在柏林的那次握手好像不存在了一样，世界不应该如此
1.27523E+11,20220826,3,477139601,虚無空界,保密,5,不患寡而患不均 战争不会消失
1.27524E+11,20220826,2,48161484,万用罗非鱼,保密,6,回复 @BigKennn :是什么导致了仇恨呢
1.27525E+11,20220826,13,13372166,予己一书ellipsis,男,6,回复 @万用罗非鱼 :你这个问题宏观到可以用整个人类历史来回答，你想让B站网友回答你？除非B站人均孔子[吃瓜][吃瓜][吃瓜][吃瓜]
1.27527E+11,20220826,8,19073231,风之Mo法师,保密,6,回复 @万用罗非鱼 :归根结底是资源的不平衡
1.27527E+11,20220826,39,1075214946,呃额哦阿,保密,4,最终必以战争的方式永远结束战争
1.27529E+11,20220826,5,17042031,我是好人0000,保密,6,回复 @虚無空界 : 那么应该思考的是为什么会出现物质资源极度不平衡的情况，而不是认定这是永恒存在的情况，战争短时间内不会消失，但不会永远存在，必将会有结束一切战争的战争出现
1.27549E+11,20220826,8,350877436,那chai,男,5,仇恨带动了战争，战争有激化了仇恨……
1.27596E+11,20220827,28,435769692,世界某热心同志,男,4,不，他们是幸福的。一个人的一生应该这样度过：当他回首往事时，不至因碌碌无为而羞愧，也不至因虚度年华而悔恨，当他临死的时候，他能够说：“我的全部精力和整个生命都已经献给了世界上最壮丽的事业——为人类解放而斗争！”
1.27607E+11,20220827,3,317165861,想个名字太难了哎呀,男,5,确实，战争是多么壮丽而又可怕。战争开始时海因里希需要完成一个不可能完成的任务，去拯救一个国家，而苏军的将军元帅则要向德军复仇。战争给所有人都造成了不可磨灭的灾难，没有参与战争的人无法感知那些元帅将军们的每一个抉择所带来的巨大的痛苦，而我们这些普通人也只能在巨大缥缈的战争中灰飞烟灭了吧。
1.27621E+11,20220827,5,318638153,零余之幻夜歌,保密,6,"回复 @世界某热心同志 :保尔柯察金:我的作者1920年代就病逝了，这说的可不是这场我从来没有经历过的战争。你以为我是b站鲁迅伏特加国分迅，不管啥事都往我话上套？

还有，我在原著中出生成长在今天的乌俄边境。你觉得你现在讲这话合适？不会抖机灵可以不瞎抖。"
1.27714E+11,20220828,169,243718106,黑灯瞎火的氯气,男,5,摧毁法西斯不算胜利与荣耀？
1.27746E+11,20220828,221,386162987,事往南城,保密,5,回复 @黑灯瞎火的氯气 : 在圣母看来就不是，他们一概认为战争双方都有错，然而他们从不会思考战争也有正义的目的，并且他们也不会明白战争不可避免，战争也永远不会消失。即使等到地球统一，到那时候，随着地球行星文明的发展，不可避免的要与其他的行星文明遭遇，有限的资源一定会导致更加残酷的行星战争。
1.27747E+11,20220828,60,386162987,事往南城,保密,5,回复 @事往南城 : 消灭法西斯就是荣耀，抵抗侵略的战争也是荣耀，这就是胜利，伴随者巨大牺牲的悲壮的胜利，也是人类反抗法系的光荣。
1.27952E+11,20220829,2,88438539,Mayerl,保密,5,回复 @黑灯瞎火的氯气 :毫无疑问是，我只是觉得人类自诩为拥有高贵理智的万物之灵，最终在发展中走向如此残酷的厮杀未免显得悲哀。当然像另一位仁兄所言，资源有限势必引起血的争斗，但我依旧希望这种争斗有一日能在一个生产力的新的高峰上得到解决。毕竟是同一个物种，人和人之间哪有不可跨越的差异呢
1.28036E+11,20220830,0,11697303,月光下的王司徒,男,6,回复 @Mayerl :战争我不敢预言，但即使物资绝对丰富，个体的人进行故意杀人犯罪也无法避免[跪了]
1.28242E+11,20220831,0,382015081,半只柠檬精,男,5,回复 @事往南城 :战争是政治的衍生
1.30587E+11,20220919,0,51802451,账号已注销,保密,0,回复 @事往南城 : 战争肯定是有原因的，不会平白无故发生，内部资源不能满足的时候，肯定要向外扩展的，谁死谁活的问题。
1.27597E+11,20220827,133,694203503,BSH-MF,女,5,看到结尾的时候真的震撼，可惜自己读书太少无法用言语形容，这就是历史的伟大之处吧。第三帝国的失败，战争结束前和结束后人们的氛围，让人知道，人类曾经团结过。那时候真的是人类群星闪耀时
1.27501E+11,20220826,1212,259897322,300年のきりえ,保密,6,今天竟然两鸽子都更了[辣眼睛]
1.27508E+11,20220826,429,504827943,萎掉了啊啊,男,4,大家记得9月1号是什么日子吗[妙啊][妙啊]
1.27519E+11,20220826,339,75605510,sdgrt,保密,6,"""对入侵之敌的仇恨是最符合人性的感情，而这种感情生来如此令人心痛，折磨灵魂，致使上帝禁止任何人再次体验这种感情。"""
1.27547E+11,20220826,80,353276703,原神高妧专家,男,5,柏林战役朱可夫打的确实不太行，有点莽夫了，科涅夫打的更出色
1.27513E+11,20220826,79,292012590,北斗FPS,保密,5,舵手是与他的战舰共存的。凯申直呼外行[脱单doge][脱单doge][脱单doge]
1.27507E+11,20220826,2015,1254400832,会没经过反复,保密,3,天天喊武士道精神的日本高层没有几个自杀的，反到德国高层有不少自杀的
1.27793E+11,20220828,78,103625723,喵道子,男,5,我永远忘不了使命召唤5攻入德国国会大厦那关，当我操纵的角色历尽艰辛把红旗插上屋顶时，耳边传来阵阵象征胜利的“乌拉”声，心中激荡的感情仿佛我当年就在现场一样。
1.27509E+11,20220826,190,227530124,l马铃薯小鬼l,男,5,最令人叹息的应该是葬身在柏林会战的苏军吧。
1.27534E+11,20220826,91,399949903,旌旗涌动欲破晓,保密,4,历史似乎十分热衷于记录那些伟大的将军和领袖，人们也爱听。但每次看到历史上的战争，我都会想到被战争席卷的普通人，无论如何战争结果如何，留给普通人的只有伤害。也许这就是缘分同为小人物的共鸣吧
1.27518E+11,20220826,136,486972723,她゜,保密,5,历史的沉重真的让人难以承受，每次看完up的视频都会觉得历史的波澜壮阔和自己的渺小“哀吾生之须臾，羡长江之无穷。挟飞仙以遨游，抱明月而长终。知不可乎骤得，托遗响于悲风”这句话真的好合适。
1.27506E+11,20220826,174,1254400832,会没经过反复,保密,3,相比亚洲战场，欧洲战场更血腥，收割人命更快。亚洲战场前中期就是多个农业国和当时的工业国日本干仗，欧洲战场基本都是工业国干仗。
1.27947E+11,20220829,68,7270135,鲲鹏散士,男,6,希望大家反对一切军国主义、法西斯主义[给心心]
1.27506E+11,20220826,186,415226973,御日月-缔时光,保密,5,只有当真正的噩梦笼罩在自己身上时，那些恶魔才能体会到那些因他们而逝去的人民的经历
1.27513E+11,20220826,54,336443637,古蘭香,保密,5,调研室除了领导人能不能也做做二战名将啊[保佑]
1.27526E+11,20220826,219,421078,行者玄云子,男,6,苏联当时一共也就两亿人伤亡2600万，平均每个家庭伤亡一到两人，你告诉我他们到了柏林要本本分分，不管你们怎么想，要是我我肯定做不到，亦如我们对日本，估计恨不得扔一百个小蓝孩往东京
1.27513E+11,20220826,50,408040937,戏王牌,保密,5,有的耗子已被摧毁，有的耗子只断了条腿[脱单doge]
1.27509E+11,20220826,131,484695639,超卑微的小邹,保密,4,日本传统文化中一直推崇宁死不屈，可可笑的是在二战后这一点在日本的身上毫无体现，反而是在纳粹德国战后自杀率高的离谱
1.27523E+11,20220826,55,47170266,世迁_,男,5,我喜欢游戏中的战争，喜欢书籍中的战争，喜欢电影中的战争，因为他们都告诉我不要战争（复制热评）
1.27603E+11,20220827,87,477364435,不正常灵长类研究猿,保密,4,这已经是神将了 对面三神将锤你一个 这个战绩真的牛逼了。
1.27652E+11,20220827,6,543290351,kelgarek-雨,保密,4,但可惜的是当利益出现分歧时在团结都会分裂自相残杀
1.30357E+11,20220917,1,34163429,假面炒肉,保密,6,回复 @ComradeKatyusha : 雅尔塔三巨头分道扬镳了
1.27652E+11,20220827,6,543290351,kelgarek-雨,保密,4,但可惜的是当利益出现分歧时在团结都会分裂自相残杀
1.30357E+11,20220917,1,34163429,假面炒肉,保密,6,回复 @ComradeKatyusha : 雅尔塔三巨头分道扬镳了
1.27508E+11,20220826,17,31251665,沈从文的笔,保密,5,我生日（即答
1.27509E+11,20220826,26,509123599,御坂14025号,男,5,当然是九月的第一天啊[doge]
1.27509E+11,20220826,174,59982955,124陈橙,男,5,德国闪击波兰的日子[辣眼睛]
1.27509E+11,20220826,40,453093711,忠诚的KV-2,男,5,德国闪击波兰[doge]
1.27509E+11,20220826,71,1170255450,shw晓舞,保密,4,开学之日
1.27509E+11,20220826,39,504827943,萎掉了啊啊,男,4,回复 @shw晓舞 :开战之日（指正）
1.27509E+11,20220826,7,504827943,萎掉了啊啊,男,4,回复 @沈从文的笔 :生日快乐捏(°∀°)ﾉ
1.27509E+11,20220826,3,261001094,叫我YDu,男,5,开战之日
1.27511E+11,20220826,4,13302716,有趣的YQ,男,6,回复 @沈从文的笔 :我们居然同一天生日(
1.27514E+11,20220826,53,1990930900,传说中的贝利亚,男,4,说个很冷的笑话，二战9月1日开始，9月2日结束，只打了一天。1945年9月2日上午9时，标志着第二次世界大战结束的日本投降的签字仪式，在停泊在东京湾的密苏里号主甲板上举行。日本外相重光葵代表日本天皇和政府、陆军参谋长梅津美治郎代表日军大本营在投降书上签字
1.27508E+11,20220826,17,31251665,沈从文的笔,保密,5,我生日（即答
1.27509E+11,20220826,26,509123599,御坂14025号,男,5,当然是九月的第一天啊[doge]
1.27509E+11,20220826,174,59982955,124陈橙,男,5,德国闪击波兰的日子[辣眼睛]
1.27509E+11,20220826,40,453093711,忠诚的KV-2,男,5,德国闪击波兰[doge]
1.27509E+11,20220826,71,1170255450,shw晓舞,保密,4,开学之日
1.27509E+11,20220826,39,504827943,萎掉了啊啊,男,4,回复 @shw晓舞 :开战之日（指正）
1.27509E+11,20220826,7,504827943,萎掉了啊啊,男,4,回复 @沈从文的笔 :生日快乐捏(°∀°)ﾉ
1.27509E+11,20220826,3,261001094,叫我YDu,男,5,开战之日
1.27511E+11,20220826,4,13302716,有趣的YQ,男,6,回复 @沈从文的笔 :我们居然同一天生日(
1.27514E+11,20220826,53,1990930900,传说中的贝利亚,男,4,说个很冷的笑话，二战9月1日开始，9月2日结束，只打了一天。1945年9月2日上午9时，标志着第二次世界大战结束的日本投降的签字仪式，在停泊在东京湾的密苏里号主甲板上举行。日本外相重光葵代表日本天皇和政府、陆军参谋长梅津美治郎代表日军大本营在投降书上签字
1.27515E+11,20220826,2,453812854,再也不吃红辣椒,保密,5,内心毫无波兰
1.27516E+11,20220826,10,496655641,鲲栖深海,保密,3,德国闪击波兰，学生闪击学校
1.27519E+11,20220826,3,1846418296,lackyyyyyy,保密,3,回复 @沈从文的笔 :生日快乐
1.27522E+11,20220826,3,399818110,Dream通辽,男,5,内心毫无波兰
1.27535E+11,20220826,5,19627766,如此膨胀的我丶,保密,5,那九月九日还有多少人记得呢
1.27548E+11,20220826,4,210218286,菠菜亦菜,男,6,BV1wi4y19776  BV1tY411b7u3 BV1E44y1u7D3   BV1gR4y1K7sE
1.27611E+11,20220827,0,223972983,星辽修,保密,5,回复 @有趣的YQ :先祝你生日快乐了(〜￣▽￣)〜
1.27618E+11,20220827,1,178109419,飘零浪客,保密,6,回复 @沈从文的笔 :也是我生日，同乐[给心心]
1.27628E+11,20220827,18,374816734,夏目漱石是猫,男,5,回复 @124陈橙 : 来人，叉出去[辣眼睛]
1.27643E+11,20220827,2,32855930,G幽D灵I,男,5,上班的日子
1.27898E+11,20220829,4,44209398,风路过的时候,保密,5,闪击暑假作业的日子
1.30576E+11,20220918,2,603635418,戴维-德赫亚,男,4,学生和老师闪击学校（悲）
1.27578E+11,20220827,14,2966461,勿语沙,保密,6,结果朱可夫在柏林的战绩更好，主要是塞洛高地实在难啃，又很难绕过去，苏军损失大，但要注意，对面德军损失更大
1.27578E+11,20220827,1,2966461,勿语沙,保密,6,当然科涅夫柏林战役前期表现确实非常杰出
1.27647E+11,20220827,6,341634983,甬敢离离,男,5,感觉是有点着急了
1.27714E+11,20220828,17,316548323,xpejeht,保密,5,朱可夫太着急了[笑哭]但不可否认的是他依然是二战mvp
1.27863E+11,20220829,0,1754909,日归东方,男,5,回复 @xpejeht : 要不是苏联家大业大给他消耗，朱可夫哪来mvp，对比德军名将他只能算二流
1.27889E+11,20220829,25,1090423128,不想有烦心事的文文,保密,3,回复 @日归东方 :你在逗我吗？朱可夫的功绩可是世界各国都同意的，在你眼里就成二流了？请问你得了几枚苏联英雄？
1.27946E+11,20220829,18,1807741526,沉默寡言的小约翰,保密,3,回复 @日归东方 :精德精傻了吧，朱可夫都只能算二流，那么德国怎么输的呢[吃瓜]
1.27981E+11,20220829,0,295592996,宸卿尘,保密,5,回复 @德凯奥特曼官方 :视频里不是说了是装备差距太大了吗？
1.27994E+11,20220830,0,1400725784,迷茫的九月六,保密,3,回复 @德凯奥特曼官方 :同样装备朱可夫赢了几次？甚至在全方面优势的时候还被反杀了
1.27995E+11,20220830,5,1318536057,柏丨舟,男,3,回复 @迷茫的九月六 : 苏联大劣势的情况下，朱可夫怎么翻盘的[嗑瓜子][嗑瓜子]
1.27578E+11,20220827,14,2966461,勿语沙,保密,6,结果朱可夫在柏林的战绩更好，主要是塞洛高地实在难啃，又很难绕过去，苏军损失大，但要注意，对面德军损失更大
1.27578E+11,20220827,1,2966461,勿语沙,保密,6,当然科涅夫柏林战役前期表现确实非常杰出
1.27647E+11,20220827,6,341634983,甬敢离离,男,5,感觉是有点着急了
1.27714E+11,20220828,17,316548323,xpejeht,保密,5,朱可夫太着急了[笑哭]但不可否认的是他依然是二战mvp
1.27863E+11,20220829,0,1754909,日归东方,男,5,回复 @xpejeht : 要不是苏联家大业大给他消耗，朱可夫哪来mvp，对比德军名将他只能算二流
1.27889E+11,20220829,25,1090423128,不想有烦心事的文文,保密,3,回复 @日归东方 :你在逗我吗？朱可夫的功绩可是世界各国都同意的，在你眼里就成二流了？请问你得了几枚苏联英雄？
1.27946E+11,20220829,18,1807741526,沉默寡言的小约翰,保密,3,回复 @日归东方 :精德精傻了吧，朱可夫都只能算二流，那么德国怎么输的呢[吃瓜]
1.27981E+11,20220829,0,295592996,宸卿尘,保密,5,回复 @德凯奥特曼官方 :视频里不是说了是装备差距太大了吗？
1.27994E+11,20220830,0,1400725784,迷茫的九月六,保密,3,回复 @德凯奥特曼官方 :同样装备朱可夫赢了几次？甚至在全方面优势的时候还被反杀了
1.27995E+11,20220830,5,1318536057,柏丨舟,男,3,回复 @迷茫的九月六 : 苏联大劣势的情况下，朱可夫怎么翻盘的[嗑瓜子][嗑瓜子]
1.28042E+11,20220830,10,1522953470,一只棘龙,保密,4,回复 @迷茫的九月六 :斯大林格勒和莫斯科咋翻盘的？
1.2815E+11,20220830,0,402144330,煲仔范vov,男,5,回复 @xpejeht :mvp简直扯蛋
1.28278E+11,20220831,2,1400725784,迷茫的九月六,保密,3,回复 @一只棘龙 :所以除了莫斯科战役德军优势高一些，斯大林格勒苏军处于劣势？[吃瓜]
1.28424E+11,20220902,0,1990930900,传说中的贝利亚,男,4,回复 @迷茫的九月六 :照这么说，德军压根就没可能赢咯[吃瓜]
1.28424E+11,20220902,0,1990930900,传说中的贝利亚,男,4,回复 @日归东方 :《二战十大名将之首》
1.28574E+11,20220903,5,361596630,虹猫要酒,保密,5,回复 @迷茫的九月六 :苏军当然处于劣势，德国攻占了斯大林格勒百分之九十的面积，就剩一个马马耶夫岗了
1.28637E+11,20220903,5,689276010,奔之行者,男,5,回复 @日归东方 :[吃瓜]然后德军名将递交投降书
1.29135E+11,20220907,3,384526476,23333t3485,保密,5,回复 @迷茫的九月六 : 只谈数量不谈质量都是耍流氓
1.29183E+11,20220908,0,1400725784,迷茫的九月六,保密,3,回复 @23333t3485 :更不用说还有kv系列，那种站桥头就能挡一个装甲师的那种[吃瓜]
1.292E+11,20220908,3,384526476,23333t3485,保密,5,回复 @迷茫的九月六 :41年时kv和t-34才多少，绝大部分都是bt和t-26好吧
1.29892E+11,20220913,0,96006732,大肛琴家,男,5,让老朱急一波不行啊[妙啊]
1.31201E+11,20220924,1,8253145,修普诺斯soso,保密,5,回复 @日归东方 :西方更喜欢的是罗科索夫斯基，当然主要也是西方确实不喜欢朱可夫的打法，以及觉得罗司机在之后没有得到应有的赞誉，但管他呢德国名将打得再精彩终究是输了，二战mvp不是朱就是罗
1.32197E+11,20221002,0,399976099,慈父的淘气鬼名单,保密,4,回复 @迷茫的九月六 :啥时候同装备了？四四年苏联才能说装备和德国同水平。四一年四二年苏联那堆破烂战机很难拿到制空权，四三年德国虎豹开始装备，苏联的76压根打不动。四四年苏联is系列出来，战机质量提升，才能和德国装备掰手腕。
1.32198E+11,20221002,0,399976099,慈父的淘气鬼名单,保密,4,回复 @迷茫的九月六 :要真是同装备，朱可夫能赢得更快。
1.32242E+11,20221003,0,1826679067,爱漫凯,保密,2,回复 @不想有烦心事的文文 :战术确实不行啊哥，海因里希柏林外骗了朱可夫两次进攻啊
1.32242E+11,20221003,0,1826679067,爱漫凯,保密,2,回复 @修普诺斯soso :我更看好科
1.27518E+11,20220826,803,399056300,惊醒了我的老天爷,男,5,二战武士道精神就是日本皇室军部政客骗老百姓和军队的幌子，上层没几个死的，普通士兵和低层军官却为这帮懦夫而死
1.27643E+11,20220827,487,19882726,美丽的怪物丶,男,5,因为德国是真信仰啊 日本武士道是愚弄中下级官兵的工具
1.27652E+11,20220827,214,543290351,kelgarek-雨,保密,4,一个是洗脑的工具一个是信仰完全没有可比性[OK]
1.27674E+11,20220827,59,502577884,流星雨ght,保密,3,因为每一个德国人都认为自己的国家是一个荣耀
1.27675E+11,20220827,114,627813599,hwjjsdbdbba,保密,4,回复 @美丽的怪物丶 :毕竟那个是普鲁士延续了几百年的普鲁士军魂
1.27677E+11,20220827,78,7733701,MarkusWulfhart,男,6,武士道更多是忽悠底层士兵百姓的，统治阶层大都知道那是扯淡，纳粹相反，统治阶层比底层人民更狂热
1.2768E+11,20220827,29,631279655,帅气的油腻肥宅,男,2,回复 @ComradeKatyusha :这信仰其实也是洗脑，不过过分反人类的信仰没了也没什么可惋惜的
1.27683E+11,20220827,32,492984261,懒一得一起一名一,男,5,日本的武士道就是用来骗老百姓上战场的，但德国高层是真信这个
1.27785E+11,20220828,13,52468015,旋转木马爱上你,女,5,日本也正是二战时候最喜欢摆弄神道教的奇怪思想，营造军队士气[热]
1.27803E+11,20220828,4,2100424313,吾兵科时敏也,保密,3,杉山元（大将）
1.27518E+11,20220826,803,399056300,惊醒了我的老天爷,男,5,二战武士道精神就是日本皇室军部政客骗老百姓和军队的幌子，上层没几个死的，普通士兵和低层军官却为这帮懦夫而死
1.27643E+11,20220827,487,19882726,美丽的怪物丶,男,5,因为德国是真信仰啊 日本武士道是愚弄中下级官兵的工具
1.27652E+11,20220827,214,543290351,kelgarek-雨,保密,4,一个是洗脑的工具一个是信仰完全没有可比性[OK]
1.27674E+11,20220827,59,502577884,流星雨ght,保密,3,因为每一个德国人都认为自己的国家是一个荣耀
1.27675E+11,20220827,114,627813599,hwjjsdbdbba,保密,4,回复 @美丽的怪物丶 :毕竟那个是普鲁士延续了几百年的普鲁士军魂
1.27677E+11,20220827,78,7733701,MarkusWulfhart,男,6,武士道更多是忽悠底层士兵百姓的，统治阶层大都知道那是扯淡，纳粹相反，统治阶层比底层人民更狂热
1.2768E+11,20220827,29,631279655,帅气的油腻肥宅,男,2,回复 @ComradeKatyusha :这信仰其实也是洗脑，不过过分反人类的信仰没了也没什么可惋惜的
1.27683E+11,20220827,32,492984261,懒一得一起一名一,男,5,日本的武士道就是用来骗老百姓上战场的，但德国高层是真信这个
1.27785E+11,20220828,13,52468015,旋转木马爱上你,女,5,日本也正是二战时候最喜欢摆弄神道教的奇怪思想，营造军队士气[热]
1.27803E+11,20220828,4,2100424313,吾兵科时敏也,保密,3,杉山元（大将）
1.27887E+11,20220829,25,188853644,安德烈一先生,男,5,回复 @ComradeKatyusha :洗头佬的军队最后也没有很多信仰了，从最初的“为元首和荣誉而战”变成了“为保卫德国而战”最后拼命不是为了什么信仰，其实就是被人打进家里来了，人的本能就是拼死抵抗[OK]
1.27892E+11,20220829,23,259343597,风吹鸡蛋壳000,保密,5,因为这些德国高层很多都是平民升上来的，他们是真的信他们自己哪一套东西
1.27895E+11,20220829,5,2100424313,吾兵科时敏也,保密,3,我粗略统计了一下，中将以上的有二十多人
1.27898E+11,20220829,6,19882726,美丽的怪物丶,男,5,回复 @吾兵科时敏也 :那你要不再统计一下德国的 不止军官哦[doge]
1.27909E+11,20220829,9,65835487,白公子が,男,5,经典围日救德
1.27949E+11,20220829,7,435426255,阿休里,男,5,武士道早就变性了，但是德国人的信仰不会改变
1.2796E+11,20220829,3,6969586,我总不能一直摆吧,保密,5,但凡看过讲裕仁天皇那期你都说不出这么不经思考的话
1.2796E+11,20220829,1,6969586,我总不能一直摆吧,保密,5,回复 @惊醒了我的老天爷 :你去百度一下吧当时日本上层军官一堆切腹的好吗
1.2796E+11,20220829,0,6969586,我总不能一直摆吧,保密,5,回复 @流星雨ght :你不会以为那时的日本人不这么认为吧。
1.27962E+11,20220829,12,399056300,惊醒了我的老天爷,男,5,回复 @我总不能一直摆吧 :我说的是没几个死的，也不是说没有死的，皇室有几个死的，那些甲级战犯死的又有几个，和一堆自杀的士兵和低级军官，它们又有多少
1.2799E+11,20220829,1,184729694,骐子小白,保密,6,平民和底层士兵却自杀了几万
1.28001E+11,20220830,3,439576733,迷死他蟾蜍,女,5,回复 @我总不能一直摆吧 : 主要名将日本没几个敢于殉葬的
1.28028E+11,20220830,2,207373193,奔波的旅途,保密,5,重小礼，缺大德！
1.28036E+11,20220830,1,6969586,我总不能一直摆吧,保密,5,回复 @惊醒了我的老天爷 :那肯定啊日本又没被打到本土，而且要说主战派那些也确实都自杀了
1.28067E+11,20220830,5,439818423,克格勃基层员工,保密,5,日本武士道典范之东条英机（指没胆量切腹，掐着美军士兵到来时间精准地对着肺打了一枪被不出意料地救活又绞死）
